grosswage_ln,meanwage_ln,residual_ln,indreg_size_ind,nr_totfirms_reg,singleind,sdemployer,log_indfirms,nr_ind_in_reg,ent,ratio_foreign,ratio_noprofit
1,0,0,0,0,0,0,0,0,0,0,0
0.65627713274122,1,0,0,0,0,0,0,0,0,0,0
0.174975599339352,-0.366305573290839,1,0,0,0,0,0,0,0,0,0
0.14247000866017,0.0746253996825396,0.0253379268735291,1,0,0,0,0,0,0,0,0
0.245673689967565,0.162720350264159,0.0139414816504221,0.522144225765385,1,0,0,0,0,0,0,0
-0.277459070715158,-0.0916515514952422,-0.176293812950624,-0.0720284222547777,-0.0853473053659731,1,0,0,0,0,0,0
0.11689157639596,0.169717931729715,-0.129297533221073,0.147393944741353,0.104778121038413,-0.115670269035967,1,0,0,0,0,0
0.267957503009474,0.0407703288568038,0.232893639887025,0.402144009303843,0.346454367703241,-0.519397478982589,0.0294303932649488,1,0,0,0,0
0.321123771521518,0.28437023291047,-0.00798133399290927,0.24324981432243,0.453138234850836,-0.178150381403476,0.140376411091122,0.430182434319691,1,0,0,0
0.227060104826329,0.200441533930746,-0.00545089118218012,0.128943789448165,0.241059171840551,-0.148527626270772,0.0756060652304996,0.32622619028175,0.757318398985548,1,0,0
0.227007944769814,0.315747323765315,-0.15507784448704,0.0202129060001721,0.0825168021199282,0.0601255451693974,0.100809246814862,-0.0799024056295502,0.129002703654236,0.0854178132541641,1,0
0.100660954488831,-0.0739363084999207,0.297372872494557,-0.018054217103466,-0.0292423390869543,-0.0549516266147481,-0.0667573390254992,0.103631896336799,-0.0431156789581262,-0.0230823453532327,-0.0886005728049031,1
